,title,price,link
20,"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 Whr/HD Webcam) A324-45 with 35.56 cm (14"") HD Display, Pure Silver, 1.3 KG  ","18,990",https://amazon.in//Acer-Celeron-Processor-LPDDR4X-A324-45/dp/B0D7PSYS6B/ref=sr_1_18?crid=4DC3J2RVS6HW&dib=eyJ2IjoiMSJ9.jmqaqGaY9NmwhclL3peaIYGnUKSRmVvVpryeBQ1DGLbNK-_Phwj9Yodfql9PkDC3jNR0KFxL1oE843adurORqx3hqewgPK-EBn7s--s6SJr_DOxymCtDiNvfyFxNrJc5Qo_gP1lwZRgFtx1cVsT97Z2QcW8dOrVzWDowFVrRxueu-r75P6A1g9XgIL0Fg-oocYpJJOQZU_z1z81kldEo5mlfnpt2ZB3fQEBIJ66uSs0.iqSoiqLA0H0jwv6-Mwaid9Itv-Z-g24Y5PWIbBRAFJo&dib_tag=se&keywords=laptop&qid=1729655116&sprefix=laptop%2Caps%2C224&sr=8-18
21,JioBook 11 Android 4G Laptop (Mediatek 8788 Octa-core 2 GHz/ARM Mali G72 MP3 @800 MHz/29.5cms 60 Hz/Thin and Light Laptop/ 4 GB LPDDR4/ 64 GB eMMC/JioOS/Dual Band Wi-Fi/Blue/ 990 GMS)/Office Included  ,"12,778",https://amazon.in//JioBook-Octa-Core-LPDDR4-JioOS-Expandable/dp/B0CKX9PY1H/ref=sr_1_19?crid=4DC3J2RVS6HW&dib=eyJ2IjoiMSJ9.jmqaqGaY9NmwhclL3peaIYGnUKSRmVvVpryeBQ1DGLbNK-_Phwj9Yodfql9PkDC3jNR0KFxL1oE843adurORqx3hqewgPK-EBn7s--s6SJr_DOxymCtDiNvfyFxNrJc5Qo_gP1lwZRgFtx1cVsT97Z2QcW8dOrVzWDowFVrRxueu-r75P6A1g9XgIL0Fg-oocYpJJOQZU_z1z81kldEo5mlfnpt2ZB3fQEBIJ66uSs0.iqSoiqLA0H0jwv6-Mwaid9Itv-Z-g24Y5PWIbBRAFJo&dib_tag=se&keywords=laptop&qid=1729655116&sprefix=laptop%2Caps%2C224&sr=8-19
22,"Lenovo IdeaPad Slim 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Integrated AMD Graphics/Windows 11 Home/MSO 21/1Yr ADP Free/Cloud Grey/1.61Kg), 82R400ERIN  ","36,990",https://amazon.in//Lenovo-IdeaPad-Laptop-Windows-82R400ERIN/dp/B0CP2KRYLM/ref=sr_1_20?crid=4DC3J2RVS6HW&dib=eyJ2IjoiMSJ9.jmqaqGaY9NmwhclL3peaIYGnUKSRmVvVpryeBQ1DGLbNK-_Phwj9Yodfql9PkDC3jNR0KFxL1oE843adurORqx3hqewgPK-EBn7s--s6SJr_DOxymCtDiNvfyFxNrJc5Qo_gP1lwZRgFtx1cVsT97Z2QcW8dOrVzWDowFVrRxueu-r75P6A1g9XgIL0Fg-oocYpJJOQZU_z1z81kldEo5mlfnpt2ZB3fQEBIJ66uSs0.iqSoiqLA0H0jwv6-Mwaid9Itv-Z-g24Y5PWIbBRAFJo&dib_tag=se&keywords=laptop&qid=1729655116&sprefix=laptop%2Caps%2C224&sr=8-20
23,"(Refurbished) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Laptop (16GB RAM / 512GB SSD /14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics), Black  ","15,450",https://amazon.in//Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR496TBN/ref=sr_1_4?crid=4DC3J2RVS6HW&dib=eyJ2IjoiMSJ9.jmqaqGaY9NmwhclL3peaIYGnUKSRmVvVpryeBQ1DGLbNK-_Phwj9Yodfql9PkDC3jNR0KFxL1oE843adurORqx3hqewgPK-EBn7s--s6SJr_DOxymCtDiNvfyFxNrJc5Qo_gP1lwZRgFtx1cVsT97Z2QcW8dOrVzWDowFVrRxueu-r75P6A1g9XgIL0Fg-oocYpJJOQZU_z1z81kldEo5mlfnpt2ZB3fQEBIJ66uSs0.iqSoiqLA0H0jwv6-Mwaid9Itv-Z-g24Y5PWIbBRAFJo&dib_tag=se&keywords=laptop&qid=1729655116&sprefix=laptop%2Caps%2C224&sr=8-4
24,"Acer Aspire Lite AMD Ryzen 5-5625U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG  ","32,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2OTE0MzQwMTAxODU4MTU1OjE3Mjk2NTUxMTY6c3BfYnRmOjMwMDM1NjQ5NjIxMTYzMjo6MDo6&url=%2FAcer-5-5625U-Premium-Windows-AL15-41%2Fdp%2FB0DG2GCTD7%2Fref%3Dsr_1_21_sspa%3Fcrid%3D4DC3J2RVS6HW%26dib%3DeyJ2IjoiMSJ9.jmqaqGaY9NmwhclL3peaIYGnUKSRmVvVpryeBQ1DGLbNK-_Phwj9Yodfql9PkDC3jNR0KFxL1oE843adurORqx3hqewgPK-EBn7s--s6SJr_DOxymCtDiNvfyFxNrJc5Qo_gP1lwZRgFtx1cVsT97Z2QcW8dOrVzWDowFVrRxueu-r75P6A1g9XgIL0Fg-oocYpJJOQZU_z1z81kldEo5mlfnpt2ZB3fQEBIJ66uSs0.iqSoiqLA0H0jwv6-Mwaid9Itv-Z-g24Y5PWIbBRAFJo%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1729655116%26sprefix%3Dlaptop%252Caps%252C224%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
25,"Acer Aspire Lite 12th Gen Intel Core i7-1255U Premium Metal Laptop (Windows 11 Home/16 GB RAM/512 GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg  ","47,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2OTE0MzQwMTAxODU4MTU1OjE3Mjk2NTUxMTY6c3BfYnRmOjMwMDE3OTQ3ODc3NzUzMjo6MDo6&url=%2FAcer-i7-1255U-Premium-Windows-AL15-52%2Fdp%2FB0D262KC1J%2Fref%3Dsr_1_22_sspa%3Fcrid%3D4DC3J2RVS6HW%26dib%3DeyJ2IjoiMSJ9.jmqaqGaY9NmwhclL3peaIYGnUKSRmVvVpryeBQ1DGLbNK-_Phwj9Yodfql9PkDC3jNR0KFxL1oE843adurORqx3hqewgPK-EBn7s--s6SJr_DOxymCtDiNvfyFxNrJc5Qo_gP1lwZRgFtx1cVsT97Z2QcW8dOrVzWDowFVrRxueu-r75P6A1g9XgIL0Fg-oocYpJJOQZU_z1z81kldEo5mlfnpt2ZB3fQEBIJ66uSs0.iqSoiqLA0H0jwv6-Mwaid9Itv-Z-g24Y5PWIbBRAFJo%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1729655116%26sprefix%3Dlaptop%252Caps%252C224%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
26,"Acer Aspire Lite 12th Gen Intel Core i5-12450H Thin and Light Laptop(Win11Home/12GB RAM/512GB SSD/Intel UHD Graphics/MSO)AL15-52H, 39.62cm(15.6"") FHD IPS Display, Backlit Keyboard, Pure Silver, 1.7KG  ","40,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyNDk2MTEyMDQ2MDQzNzk0OjE3Mjk2NTUxMjM6c3BfYXRmX25leHQ6MzAwMzI1OTIwOTYzNjMyOjowOjo&url=%2FAcer-i5-12450H-Win11Home-Graphics-AL15-52H%2Fdp%2FB0DDL4CPZ5%2Fref%3Dsr_1_17_sspa%3Fcrid%3D4DC3J2RVS6HW%26dib%3DeyJ2IjoiMSJ9.X52LootGKUCe9O6i9DNlhqdnD2UNkmBlSJMtCF1kDZf5Xd_CEcm15xi_ZxihvoAtjhyb_hQcdQQRARAhL5Bfmh-tL2mRPak4JycUFy90p_j5c4YcLpRTipgV-iHQzQ-twU3R1Y0q6WYZorPwB04GTT7QoeMdxVsCFv2MwFFx_kwfUHuNzOV7pY-h8dJAESZvFY4JXNI_KvyIx2RRAk58IjD_SpOK7KeswAZsRgGNo30.QwkE4uM0vx6DxAs1v4eIJtytBMsGvGSFTQbWG3KTOLk%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1729655123%26sprefix%3Dlaptop%252Caps%252C224%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
27,"Lenovo ThinkPad E16 Intel Core i5 13th Gen 16"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/FPR/Black/1Y Onsite/1.77 kg), 21JNS0QE00  ","68,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyNDk2MTEyMDQ2MDQzNzk0OjE3Mjk2NTUxMjM6c3BfYXRmX25leHQ6MzAwMzE0Mzc2NTUyOTMyOjowOjo&url=%2FLenovo-ThinkPad-Laptop-Windows-21JNS0QE00%2Fdp%2FB0D6749MG1%2Fref%3Dsr_1_18_sspa%3Fcrid%3D4DC3J2RVS6HW%26dib%3DeyJ2IjoiMSJ9.X52LootGKUCe9O6i9DNlhqdnD2UNkmBlSJMtCF1kDZf5Xd_CEcm15xi_ZxihvoAtjhyb_hQcdQQRARAhL5Bfmh-tL2mRPak4JycUFy90p_j5c4YcLpRTipgV-iHQzQ-twU3R1Y0q6WYZorPwB04GTT7QoeMdxVsCFv2MwFFx_kwfUHuNzOV7pY-h8dJAESZvFY4JXNI_KvyIx2RRAk58IjD_SpOK7KeswAZsRgGNo30.QwkE4uM0vx6DxAs1v4eIJtytBMsGvGSFTQbWG3KTOLk%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1729655123%26sprefix%3Dlaptop%252Caps%252C224%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
28,"Apple MacBook Air Laptop: Apple M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey  ","56,990",https://amazon.in//Apple-MacBook-Chip-13-inch-256GB/dp/B08N5W4NNB/ref=sr_1_19?crid=4DC3J2RVS6HW&dib=eyJ2IjoiMSJ9.X52LootGKUCe9O6i9DNlhqdnD2UNkmBlSJMtCF1kDZf5Xd_CEcm15xi_ZxihvoAtjhyb_hQcdQQRARAhL5Bfmh-tL2mRPak4JycUFy90p_j5c4YcLpRTipgV-iHQzQ-twU3R1Y0q6WYZorPwB04GTT7QoeMdxVsCFv2MwFFx_kwfUHuNzOV7pY-h8dJAESZvFY4JXNI_KvyIx2RRAk58IjD_SpOK7KeswAZsRgGNo30.QwkE4uM0vx6DxAs1v4eIJtytBMsGvGSFTQbWG3KTOLk&dib_tag=se&keywords=laptop&qid=1729655123&sprefix=laptop%2Caps%2C224&sr=8-19
29,"(Refurbished) Lenovo ThinkPad 5th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 10 Pro/MS Office/WiFi/Webcam/Intel Graphics), Black  ","12,783",https://amazon.in//Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR495DW5/ref=sr_1_21?crid=4DC3J2RVS6HW&dib=eyJ2IjoiMSJ9.X52LootGKUCe9O6i9DNlhqdnD2UNkmBlSJMtCF1kDZf5Xd_CEcm15xi_ZxihvoAtjhyb_hQcdQQRARAhL5Bfmh-tL2mRPak4JycUFy90p_j5c4YcLpRTipgV-iHQzQ-twU3R1Y0q6WYZorPwB04GTT7QoeMdxVsCFv2MwFFx_kwfUHuNzOV7pY-h8dJAESZvFY4JXNI_KvyIx2RRAk58IjD_SpOK7KeswAZsRgGNo30.QwkE4uM0vx6DxAs1v4eIJtytBMsGvGSFTQbWG3KTOLk&dib_tag=se&keywords=laptop&qid=1729655123&sprefix=laptop%2Caps%2C224&sr=8-21
30,"Lenovo IdeaPad 1 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Integrated AMD Graphics/Windows 11/Office 2021/HD Camera/1 Year ADP Free/Grey/1.6Kg), 82R400BRIN  ","35,690",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMDUyOTEyMjM3MTcwNjYxOjE3Mjk2NTUxMjM6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMTA3NDQwMDY5MTk4OjowOjo&url=%2FLenovo-IdeaPad-39-62cm-Windows-82R400BGIN%2Fdp%2FB09MM58Y7Q%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D4DC3J2RVS6HW%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.4l4IV7UQ7CrZYp4qBOV-3TlKosny8SQR-ONPm9oT4pRvvzAvu2lmGQ-Hhg6VYm9Ekx6kdQuCSw6rg_azJYgdBA.OCsxpOo0VxcpMJu74mteRh6v5AMnyRmGo1rHt9WUVcY%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB09MM58Y7Q%26pd_rd_r%3D55cd091f-e981-4fb1-8927-fcb8d2ce5439%26pd_rd_w%3DqHXpv%26pd_rd_wg%3DRDPht%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DTDZFJZ0GNXARQF9Y16MH%26qid%3D1729655123%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C224%26sr%3D1-17-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
31,"Lenovo [Smartchoice LOQ 12th Gen Intel Core i5-12450HX /39.6cm/ 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/ RTX 3050 6GB Graphics/100% sRGB/MSO 21/3 Mon Game Pass/Grey/2.4Kg), 83GS003UIN  ","66,190",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMDUyOTEyMjM3MTcwNjYxOjE3Mjk2NTUxMjM6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDE5MDM1NDM1MDMzMjo6MTo6&url=%2FLenovo-Smartchoice-i5-12450HX-Graphics-83GS003UIN%2Fdp%2FB0CX8XPKWJ%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D4DC3J2RVS6HW%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.4l4IV7UQ7CrZYp4qBOV-3TlKosny8SQR-ONPm9oT4pRvvzAvu2lmGQ-Hhg6VYm9Ekx6kdQuCSw6rg_azJYgdBA.OCsxpOo0VxcpMJu74mteRh6v5AMnyRmGo1rHt9WUVcY%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CX8XPKWJ%26pd_rd_r%3D55cd091f-e981-4fb1-8927-fcb8d2ce5439%26pd_rd_w%3DqHXpv%26pd_rd_wg%3DRDPht%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DTDZFJZ0GNXARQF9Y16MH%26qid%3D1729655123%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C224%26sr%3D1-18-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
32,"HP Laptop 15s, 12th Gen Intel Core i3, 15.6-inch (39.6 cm), 8GB DDR4, 512GB SSD, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), fq5007TU / FQ5327TU  ","35,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMDUyOTEyMjM3MTcwNjYxOjE3Mjk2NTUxMjM6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDE2NzAzNDc1MDAzMjo6Mjo6&url=%2FHP-i3-1215U-15-6-inch-Graphics-Speakers%2Fdp%2FB0BP2M7CCS%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D4DC3J2RVS6HW%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.4l4IV7UQ7CrZYp4qBOV-3TlKosny8SQR-ONPm9oT4pRvvzAvu2lmGQ-Hhg6VYm9Ekx6kdQuCSw6rg_azJYgdBA.OCsxpOo0VxcpMJu74mteRh6v5AMnyRmGo1rHt9WUVcY%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0BP2M7CCS%26pd_rd_r%3D55cd091f-e981-4fb1-8927-fcb8d2ce5439%26pd_rd_w%3DqHXpv%26pd_rd_wg%3DRDPht%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DTDZFJZ0GNXARQF9Y16MH%26qid%3D1729655123%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C224%26sr%3D1-19-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
33,"Lenovo V15 G2 15.6"" FHD Anti-Glare Business Laptop, Intel Celeron N4500, 8GB RAM, 256 SSD, Intel UHD Graphics, HD Camera, HD Audio, Wi-Fi, Bluetooth, Windows 11, Black,  ","22,990",https://amazon.in//Lenovo-V15-G2-Anti-Glare-Bluetooth/dp/B0CVTJSWV1/ref=sr_1_5?crid=4DC3J2RVS6HW&dib=eyJ2IjoiMSJ9.jmqaqGaY9NmwhclL3peaIYGnUKSRmVvVpryeBQ1DGLbNK-_Phwj9Yodfql9PkDC3jNR0KFxL1oE843adurORqx3hqewgPK-EBn7s--s6SJr_DOxymCtDiNvfyFxNrJc5Qo_gP1lwZRgFtx1cVsT97Z2QcW8dOrVzWDowFVrRxueu-r75P6A1g9XgIL0Fg-oocYpJJOQZU_z1z81kldEo5mlfnpt2ZB3fQEBIJ66uSs0.iqSoiqLA0H0jwv6-Mwaid9Itv-Z-g24Y5PWIbBRAFJo&dib_tag=se&keywords=laptop&qid=1729655116&sprefix=laptop%2Caps%2C224&sr=8-5
34,"Lenovo LOQ 2024 Intel Core i5-13450HX 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 4050 6GB Graphics/MSO 21/1Yr ADP Free/3 Mon Game Pass/Grey/2.4Kg), 83DV007GIN  ","84,190",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMDUyOTEyMjM3MTcwNjYxOjE3Mjk2NTUxMjM6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI1MDI2NTAzOTMzMjo6Mzo6&url=%2FLenovo-i5-13450HX-300Nits-Graphics-83DV007GIN%2Fdp%2FB0D49W5KZP%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D4DC3J2RVS6HW%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.4l4IV7UQ7CrZYp4qBOV-3TlKosny8SQR-ONPm9oT4pRvvzAvu2lmGQ-Hhg6VYm9Ekx6kdQuCSw6rg_azJYgdBA.OCsxpOo0VxcpMJu74mteRh6v5AMnyRmGo1rHt9WUVcY%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0D49W5KZP%26pd_rd_r%3D55cd091f-e981-4fb1-8927-fcb8d2ce5439%26pd_rd_w%3DqHXpv%26pd_rd_wg%3DRDPht%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DTDZFJZ0GNXARQF9Y16MH%26qid%3D1729655123%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C224%26sr%3D1-20-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
35,"HP Pavilion 14 12th Gen Intel Core i7 16GB SDRAM/1TB SSD 14 inch(35.6cm) FHD,IPS,Micro-Edge Display/Intel Iris Xe Graphics/B&O/Win 11/Backlit KB/FPR/MSO 2021/Natural Silver,14-dv2015TU  ","76,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMDUyOTEyMjM3MTcwNjYxOjE3Mjk2NTUxMjM6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDEyMDAyNjk0MTgzMjo6NDo6&url=%2FHP-Pavilion-Micro-Edge-Graphics-14-dv2015TU%2Fdp%2FB0B1MBFJJ2%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D4DC3J2RVS6HW%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.4l4IV7UQ7CrZYp4qBOV-3TlKosny8SQR-ONPm9oT4pRvvzAvu2lmGQ-Hhg6VYm9Ekx6kdQuCSw6rg_azJYgdBA.OCsxpOo0VxcpMJu74mteRh6v5AMnyRmGo1rHt9WUVcY%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0B1MBFJJ2%26pd_rd_r%3D55cd091f-e981-4fb1-8927-fcb8d2ce5439%26pd_rd_w%3DqHXpv%26pd_rd_wg%3DRDPht%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DTDZFJZ0GNXARQF9Y16MH%26qid%3D1729655123%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C224%26sr%3D1-21-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
36,"Lenovo V14 G3 (2024), Intel Core i5 12th Gen 1235U - (8GB/512GB SSD/Intel Integrated UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office 2021  ","37,800",https://amazon.in//Lenovo-V14-G3-Intel-1235U/dp/B0DGL4G9Q9/ref=sr_1_22?crid=4DC3J2RVS6HW&dib=eyJ2IjoiMSJ9.X52LootGKUCe9O6i9DNlhqdnD2UNkmBlSJMtCF1kDZf5Xd_CEcm15xi_ZxihvoAtjhyb_hQcdQQRARAhL5Bfmh-tL2mRPak4JycUFy90p_j5c4YcLpRTipgV-iHQzQ-twU3R1Y0q6WYZorPwB04GTT7QoeMdxVsCFv2MwFFx_kwfUHuNzOV7pY-h8dJAESZvFY4JXNI_KvyIx2RRAk58IjD_SpOK7KeswAZsRgGNo30.QwkE4uM0vx6DxAs1v4eIJtytBMsGvGSFTQbWG3KTOLk&dib_tag=se&keywords=laptop&qid=1729655123&sprefix=laptop%2Caps%2C224&sr=8-22
37,"Acer Aspire Lite 13th Gen Intel Core i3-1305U Thin and Light Premium Laptop (Windows 11 Home/8 GB RAM/512GB SSD/36 WHR) AL15-53 with 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG  ","31,990",https://amazon.in//Acer-i3-1305U-Premium-Windows-AL15-53/dp/B0DB1SDB87/ref=sr_1_23?crid=4DC3J2RVS6HW&dib=eyJ2IjoiMSJ9.X52LootGKUCe9O6i9DNlhqdnD2UNkmBlSJMtCF1kDZf5Xd_CEcm15xi_ZxihvoAtjhyb_hQcdQQRARAhL5Bfmh-tL2mRPak4JycUFy90p_j5c4YcLpRTipgV-iHQzQ-twU3R1Y0q6WYZorPwB04GTT7QoeMdxVsCFv2MwFFx_kwfUHuNzOV7pY-h8dJAESZvFY4JXNI_KvyIx2RRAk58IjD_SpOK7KeswAZsRgGNo30.QwkE4uM0vx6DxAs1v4eIJtytBMsGvGSFTQbWG3KTOLk&dib_tag=se&keywords=laptop&qid=1729655123&sprefix=laptop%2Caps%2C224&sr=8-23
38,"Acer Aspire Lite AMD Ryzen 3 5300U Premium Thin and Light Laptop (Windows 11 Home/16 GB RAM/512 GB SSD) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG  ","26,990",https://amazon.in//Acer-Premium-Windows-AL15-41-Display/dp/B0CWTYGPH8/ref=sr_1_24?crid=4DC3J2RVS6HW&dib=eyJ2IjoiMSJ9.X52LootGKUCe9O6i9DNlhqdnD2UNkmBlSJMtCF1kDZf5Xd_CEcm15xi_ZxihvoAtjhyb_hQcdQQRARAhL5Bfmh-tL2mRPak4JycUFy90p_j5c4YcLpRTipgV-iHQzQ-twU3R1Y0q6WYZorPwB04GTT7QoeMdxVsCFv2MwFFx_kwfUHuNzOV7pY-h8dJAESZvFY4JXNI_KvyIx2RRAk58IjD_SpOK7KeswAZsRgGNo30.QwkE4uM0vx6DxAs1v4eIJtytBMsGvGSFTQbWG3KTOLk&dib_tag=se&keywords=laptop&qid=1729655123&sprefix=laptop%2Caps%2C224&sr=8-24
39,"ASUS Vivobook 14 Thin and Light Laptop, Core i3-1215U 12th Gen, 14"" (35.56 cm) FHD, 60Hz (8GB RAM/512GB SSD/Windows 11/Office 2021/Fingerprint/42WHr /Blue/1.40 kg), X1404ZA-NK321WS  ","31,990",https://amazon.in//ASUS-Vivobook-IntelCore-Fingerprint-X1404ZA-NK321WS/dp/B0CCP9PH92/ref=sr_1_25?crid=4DC3J2RVS6HW&dib=eyJ2IjoiMSJ9.X52LootGKUCe9O6i9DNlhqdnD2UNkmBlSJMtCF1kDZf5Xd_CEcm15xi_ZxihvoAtjhyb_hQcdQQRARAhL5Bfmh-tL2mRPak4JycUFy90p_j5c4YcLpRTipgV-iHQzQ-twU3R1Y0q6WYZorPwB04GTT7QoeMdxVsCFv2MwFFx_kwfUHuNzOV7pY-h8dJAESZvFY4JXNI_KvyIx2RRAk58IjD_SpOK7KeswAZsRgGNo30.QwkE4uM0vx6DxAs1v4eIJtytBMsGvGSFTQbWG3KTOLk&dib_tag=se&keywords=laptop&qid=1729655123&sprefix=laptop%2Caps%2C224&sr=8-25
